Gene ID	Symbol	Name	Type	# SSM Affected Cases in Cohort	# SSM Affected Cases Across the GDC	# CNV Gain	# CNV Loss	# Mutations	Annotations	Survival
ENSG00000086967	MYBPC2	myosin binding protein C2	protein_coding	10 / 969 (1.03%)	297 / 16,405	250 / 1,067 (23.43%)	91 / 1,067 (8.53%)	0		add to survival plot
ENSG00000078618	NRDC	nardilysin convertase	protein_coding	10 / 969 (1.03%)	243 / 16,405	153 / 1,067 (14.34%)	218 / 1,067 (20.43%)	0		add to survival plot
ENSG00000135835	KIAA1614	KIAA1614	protein_coding	10 / 969 (1.03%)	245 / 16,405	746 / 1,067 (69.92%)	15 / 1,067 (1.41%)	0		add to survival plot
ENSG00000186001	LRCH3	leucine rich repeats and calponin homology domain containing 3	protein_coding	10 / 969 (1.03%)	159 / 16,405	296 / 1,067 (27.74%)	75 / 1,067 (7.03%)	0		add to survival plot
ENSG00000135316	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein	protein_coding	10 / 969 (1.03%)	182 / 16,405	152 / 1,067 (14.25%)	305 / 1,067 (28.58%)	10		add to survival plot
ENSG00000261150	EPPK1	epiplakin 1	protein_coding	10 / 969 (1.03%)	501 / 16,405	571 / 1,067 (53.51%)	58 / 1,067 (5.44%)	0		add to survival plot
ENSG00000077238	IL4R	interleukin 4 receptor	protein_coding	10 / 969 (1.03%)	222 / 16,405	483 / 1,067 (45.27%)	39 / 1,067 (3.66%)	0		add to survival plot
ENSG00000140015	KCNH5	potassium voltage-gated channel subfamily H member 5	protein_coding	10 / 969 (1.03%)	475 / 16,405	130 / 1,067 (12.18%)	237 / 1,067 (22.21%)	0		add to survival plot
ENSG00000076108	BAZ2A	bromodomain adjacent to zinc finger domain 2A	protein_coding	10 / 969 (1.03%)	268 / 16,405	189 / 1,067 (17.71%)	93 / 1,067 (8.72%)	0		add to survival plot
ENSG00000047346	FAM214A	family with sequence similarity 214 member A	protein_coding	10 / 969 (1.03%)	209 / 16,405	84 / 1,067 (7.87%)	248 / 1,067 (23.24%)	0		add to survival plot
ENSG00000082641	NFE2L1	nuclear factor, erythroid 2 like 1	protein_coding	10 / 969 (1.03%)	153 / 16,405	276 / 1,067 (25.87%)	195 / 1,067 (18.28%)	10		add to survival plot
ENSG00000196071	OR2L13	olfactory receptor family 2 subfamily L member 13	protein_coding	10 / 969 (1.03%)	259 / 16,405	747 / 1,067 (70.01%)	31 / 1,067 (2.91%)	0		add to survival plot
ENSG00000115616	SLC9A2	solute carrier family 9 member A2	protein_coding	10 / 969 (1.03%)	289 / 16,405	150 / 1,067 (14.06%)	130 / 1,067 (12.18%)	0		add to survival plot
ENSG00000067057	PFKP	phosphofructokinase, platelet	protein_coding	10 / 969 (1.03%)	221 / 16,405	278 / 1,067 (26.05%)	101 / 1,067 (9.47%)	0		add to survival plot
ENSG00000115598	IL1RL2	interleukin 1 receptor like 2	protein_coding	10 / 969 (1.03%)	162 / 16,405	153 / 1,067 (14.34%)	128 / 1,067 (12.00%)	0		add to survival plot
ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	protein_coding	10 / 969 (1.03%)	286 / 16,405	746 / 1,067 (69.92%)	25 / 1,067 (2.34%)	0		add to survival plot
ENSG00000185046	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	protein_coding	10 / 969 (1.03%)	419 / 16,405	157 / 1,067 (14.71%)	141 / 1,067 (13.21%)	0		add to survival plot
ENSG00000134744	TUT4	terminal uridylyl transferase 4	protein_coding	10 / 969 (1.03%)	287 / 16,405	154 / 1,067 (14.43%)	220 / 1,067 (20.62%)	0		add to survival plot
ENSG00000168610	STAT3	signal transducer and activator of transcription 3	protein_coding	10 / 969 (1.03%)	214 / 16,405	203 / 1,067 (19.03%)	273 / 1,067 (25.59%)	10	Cancer Gene Census	add to survival plot
ENSG00000176783	RUFY1	RUN and FYVE domain containing 1	protein_coding	10 / 969 (1.03%)	133 / 16,405	227 / 1,067 (21.27%)	137 / 1,067 (12.84%)	0		add to survival plot
ENSG00000179399	GPC5	glypican 5	protein_coding	10 / 969 (1.03%)	337 / 16,405	148 / 1,067 (13.87%)	304 / 1,067 (28.49%)	0	Cancer Gene Census	add to survival plot
ENSG00000114861	FOXP1	forkhead box P1	protein_coding	10 / 969 (1.03%)	280 / 16,405	107 / 1,067 (10.03%)	263 / 1,067 (24.65%)	11	Cancer Gene Census	add to survival plot
ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C	protein_coding	10 / 969 (1.03%)	215 / 16,405	256 / 1,067 (23.99%)	89 / 1,067 (8.34%)	0		add to survival plot
ENSG00000074047	GLI2	GLI family zinc finger 2	protein_coding	10 / 969 (1.03%)	508 / 16,405	120 / 1,067 (11.25%)	145 / 1,067 (13.59%)	0		add to survival plot
ENSG00000104774	MAN2B1	mannosidase alpha class 2B member 1	protein_coding	10 / 969 (1.03%)	236 / 16,405	210 / 1,067 (19.68%)	136 / 1,067 (12.75%)	0		add to survival plot
ENSG00000177888	ZBTB41	zinc finger and BTB domain containing 41	protein_coding	10 / 969 (1.03%)	235 / 16,405	766 / 1,067 (71.79%)	16 / 1,067 (1.50%)	0		add to survival plot
ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	protein_coding	10 / 969 (1.03%)	221 / 16,405	260 / 1,067 (24.37%)	87 / 1,067 (8.15%)	0		add to survival plot
ENSG00000274391	TPTE	transmembrane phosphatase with tensin homology	protein_coding	10 / 969 (1.03%)	568 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000111581	NUP107	nucleoporin 107	protein_coding	10 / 969 (1.03%)	196 / 16,405	252 / 1,067 (23.62%)	67 / 1,067 (6.28%)	0		add to survival plot
ENSG00000204947	ZNF425	zinc finger protein 425	protein_coding	10 / 969 (1.03%)	238 / 16,405	243 / 1,067 (22.77%)	136 / 1,067 (12.75%)	0		add to survival plot
ENSG00000078177	N4BP2	NEDD4 binding protein 2	protein_coding	10 / 969 (1.03%)	304 / 16,405	103 / 1,067 (9.65%)	248 / 1,067 (23.24%)	0	Cancer Gene Census	add to survival plot
ENSG00000118473	SGIP1	SH3GL interacting endocytic adaptor 1	protein_coding	10 / 969 (1.03%)	364 / 16,405	149 / 1,067 (13.96%)	241 / 1,067 (22.59%)	0		add to survival plot
ENSG00000149150	SLC43A1	solute carrier family 43 member 1	protein_coding	10 / 969 (1.03%)	116 / 16,405	183 / 1,067 (17.15%)	156 / 1,067 (14.62%)	0		add to survival plot
ENSG00000074276	CDHR2	cadherin related family member 2	protein_coding	10 / 969 (1.03%)	363 / 16,405	224 / 1,067 (20.99%)	142 / 1,067 (13.31%)	0		add to survival plot
ENSG00000083093	PALB2	partner and localizer of BRCA2	protein_coding	10 / 969 (1.03%)	233 / 16,405	486 / 1,067 (45.55%)	46 / 1,067 (4.31%)	0	Cancer Gene Census	add to survival plot
ENSG00000213047	DENND1B	DENN domain containing 1B	protein_coding	10 / 969 (1.03%)	189 / 16,405	766 / 1,067 (71.79%)	16 / 1,067 (1.50%)	0		add to survival plot
ENSG00000115977	AAK1	AP2 associated kinase 1	protein_coding	10 / 969 (1.03%)	171 / 16,405	180 / 1,067 (16.87%)	113 / 1,067 (10.59%)	0		add to survival plot
ENSG00000164171	ITGA2	integrin subunit alpha 2	protein_coding	10 / 969 (1.03%)	261 / 16,405	229 / 1,067 (21.46%)	184 / 1,067 (17.24%)	0		add to survival plot
ENSG00000140527	WDR93	WD repeat domain 93	protein_coding	10 / 969 (1.03%)	151 / 16,405	161 / 1,067 (15.09%)	194 / 1,067 (18.18%)	0		add to survival plot
ENSG00000066135	KDM4A	lysine demethylase 4A	protein_coding	10 / 969 (1.03%)	194 / 16,405	164 / 1,067 (15.37%)	218 / 1,067 (20.43%)	0		add to survival plot
ENSG00000068784	SRBD1	S1 RNA binding domain 1	protein_coding	10 / 969 (1.03%)	175 / 16,405	177 / 1,067 (16.59%)	118 / 1,067 (11.06%)	0		add to survival plot
ENSG00000197782	ZNF780A	zinc finger protein 780A	protein_coding	10 / 969 (1.03%)	174 / 16,405	251 / 1,067 (23.52%)	91 / 1,067 (8.53%)	0		add to survival plot
ENSG00000071909	MYO3B	myosin IIIB	protein_coding	10 / 969 (1.03%)	381 / 16,405	119 / 1,067 (11.15%)	153 / 1,067 (14.34%)	0		add to survival plot
ENSG00000145623	OSMR	oncostatin M receptor	protein_coding	10 / 969 (1.03%)	294 / 16,405	320 / 1,067 (29.99%)	66 / 1,067 (6.19%)	0		add to survival plot
ENSG00000185420	SMYD3	SET and MYND domain containing 3	protein_coding	10 / 969 (1.03%)	124 / 16,405	748 / 1,067 (70.10%)	25 / 1,067 (2.34%)	0		add to survival plot
ENSG00000080298	RFX3	regulatory factor X3	protein_coding	10 / 969 (1.03%)	196 / 16,405	159 / 1,067 (14.90%)	257 / 1,067 (24.09%)	0		add to survival plot
ENSG00000143374	TARS2	threonyl-tRNA synthetase 2, mitochondrial	protein_coding	10 / 969 (1.03%)	174 / 16,405	738 / 1,067 (69.17%)	14 / 1,067 (1.31%)	0		add to survival plot
ENSG00000067445	TRO	trophinin	protein_coding	10 / 969 (1.03%)	345 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000142192	APP	amyloid beta precursor protein	protein_coding	10 / 969 (1.03%)	228 / 16,405	203 / 1,067 (19.03%)	166 / 1,067 (15.56%)	0		add to survival plot
ENSG00000075651	PLD1	phospholipase D1	protein_coding	10 / 969 (1.03%)	303 / 16,405	309 / 1,067 (28.96%)	52 / 1,067 (4.87%)	0		add to survival plot
ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1	protein_coding	10 / 969 (1.03%)	254 / 16,405	155 / 1,067 (14.53%)	213 / 1,067 (19.96%)	0		add to survival plot
ENSG00000153404	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B	protein_coding	10 / 969 (1.03%)	377 / 16,405	360 / 1,067 (33.74%)	64 / 1,067 (6.00%)	0		add to survival plot
ENSG00000114107	CEP70	centrosomal protein 70	protein_coding	10 / 969 (1.03%)	133 / 16,405	246 / 1,067 (23.06%)	75 / 1,067 (7.03%)	0		add to survival plot
ENSG00000154188	ANGPT1	angiopoietin 1	protein_coding	10 / 969 (1.03%)	254 / 16,405	613 / 1,067 (57.45%)	24 / 1,067 (2.25%)	0		add to survival plot
ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A	protein_coding	10 / 969 (1.03%)	194 / 16,405	71 / 1,067 (6.65%)	392 / 1,067 (36.74%)	0		add to survival plot
ENSG00000180530	NRIP1	nuclear receptor interacting protein 1	protein_coding	10 / 969 (1.03%)	300 / 16,405	271 / 1,067 (25.40%)	149 / 1,067 (13.96%)	0		add to survival plot
ENSG00000171385	KCND3	potassium voltage-gated channel subfamily D member 3	protein_coding	10 / 969 (1.03%)	303 / 16,405	139 / 1,067 (13.03%)	252 / 1,067 (23.62%)	0		add to survival plot
ENSG00000060339	CCAR1	cell division cycle and apoptosis regulator 1	protein_coding	10 / 969 (1.03%)	233 / 16,405	148 / 1,067 (13.87%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000148606	POLR3A	RNA polymerase III subunit A	protein_coding	10 / 969 (1.03%)	252 / 16,405	168 / 1,067 (15.75%)	161 / 1,067 (15.09%)	0		add to survival plot
ENSG00000108375	RNF43	ring finger protein 43	protein_coding	10 / 969 (1.03%)	402 / 16,405	359 / 1,067 (33.65%)	129 / 1,067 (12.09%)	0	Cancer Gene Census	add to survival plot
ENSG00000110697	PITPNM1	phosphatidylinositol transfer protein membrane associated 1	protein_coding	10 / 969 (1.03%)	250 / 16,405	305 / 1,067 (28.58%)	95 / 1,067 (8.90%)	0		add to survival plot
ENSG00000213973	ZNF99	zinc finger protein 99	protein_coding	10 / 969 (1.03%)	622 / 16,405	325 / 1,067 (30.46%)	87 / 1,067 (8.15%)	0		add to survival plot
ENSG00000165359	INTS6L	integrator complex subunit 6 like	protein_coding	10 / 969 (1.03%)	259 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000122786	CALD1	caldesmon 1	protein_coding	10 / 969 (1.03%)	235 / 16,405	266 / 1,067 (24.93%)	115 / 1,067 (10.78%)	0		add to survival plot
ENSG00000148848	ADAM12	ADAM metallopeptidase domain 12	protein_coding	10 / 969 (1.03%)	295 / 16,405	124 / 1,067 (11.62%)	215 / 1,067 (20.15%)	0		add to survival plot
ENSG00000112541	PDE10A	phosphodiesterase 10A	protein_coding	10 / 969 (1.03%)	359 / 16,405	134 / 1,067 (12.56%)	302 / 1,067 (28.30%)	11		add to survival plot
ENSG00000153157	SYCP2L	synaptonemal complex protein 2 like	protein_coding	10 / 969 (1.03%)	275 / 16,405	261 / 1,067 (24.46%)	134 / 1,067 (12.56%)	0		add to survival plot
ENSG00000126217	MCF2L	MCF.2 cell line derived transforming sequence like	protein_coding	10 / 969 (1.03%)	314 / 16,405	169 / 1,067 (15.84%)	301 / 1,067 (28.21%)	0		add to survival plot
ENSG00000171365	CLCN5	chloride voltage-gated channel 5	protein_coding	10 / 969 (1.03%)	244 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000156140	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	protein_coding	10 / 969 (1.03%)	369 / 16,405	150 / 1,067 (14.06%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000144191	CNGA3	cyclic nucleotide gated channel subunit alpha 3	protein_coding	10 / 969 (1.03%)	292 / 16,405	167 / 1,067 (15.65%)	109 / 1,067 (10.22%)	0		add to survival plot
ENSG00000138078	PREPL	prolyl endopeptidase like	protein_coding	10 / 969 (1.03%)	158 / 16,405	171 / 1,067 (16.03%)	118 / 1,067 (11.06%)	0		add to survival plot
ENSG00000157404	KIT	KIT proto-oncogene, receptor tyrosine kinase	protein_coding	10 / 969 (1.03%)	336 / 16,405	168 / 1,067 (15.75%)	160 / 1,067 (15.00%)	0	Cancer Gene Census	add to survival plot
ENSG00000164961	WASHC5	WASH complex subunit 5	protein_coding	10 / 969 (1.03%)	237 / 16,405	607 / 1,067 (56.89%)	27 / 1,067 (2.53%)	0		add to survival plot
ENSG00000096384	HSP90AB1	heat shock protein 90 alpha family class B member 1	protein_coding	10 / 969 (1.03%)	201 / 16,405	238 / 1,067 (22.31%)	123 / 1,067 (11.53%)	0	Cancer Gene Census	add to survival plot
ENSG00000111700	SLCO1B3	solute carrier organic anion transporter family member 1B3	protein_coding	10 / 969 (1.03%)	328 / 16,405	225 / 1,067 (21.09%)	104 / 1,067 (9.75%)	0		add to survival plot
ENSG00000198677	TTC37	tetratricopeptide repeat domain 37	protein_coding	10 / 969 (1.03%)	250 / 16,405	150 / 1,067 (14.06%)	224 / 1,067 (20.99%)	0		add to survival plot
ENSG00000135090	TAOK3	TAO kinase 3	protein_coding	10 / 969 (1.03%)	219 / 16,405	164 / 1,067 (15.37%)	154 / 1,067 (14.43%)	0		add to survival plot
ENSG00000091009	RBM27	RNA binding motif protein 27	protein_coding	10 / 969 (1.03%)	297 / 16,405	178 / 1,067 (16.68%)	175 / 1,067 (16.40%)	0		add to survival plot
ENSG00000121440	PDZRN3	PDZ domain containing ring finger 3	protein_coding	10 / 969 (1.03%)	421 / 16,405	119 / 1,067 (11.15%)	244 / 1,067 (22.87%)	0		add to survival plot
ENSG00000279395	OR5L1	olfactory receptor family 5 subfamily L member 1	protein_coding	10 / 969 (1.03%)	265 / 16,405	194 / 1,067 (18.18%)	161 / 1,067 (15.09%)	0		add to survival plot
ENSG00000164600	NEUROD6	neuronal differentiation 6	protein_coding	10 / 969 (1.03%)	201 / 16,405	296 / 1,067 (27.74%)	73 / 1,067 (6.84%)	0		add to survival plot
ENSG00000178149	DALRD3	DALR anticodon binding domain containing 3	protein_coding	10 / 969 (1.03%)	99 / 16,405	88 / 1,067 (8.25%)	277 / 1,067 (25.96%)	0		add to survival plot
ENSG00000197748	CFAP43	cilia and flagella associated protein 43	protein_coding	10 / 969 (1.03%)	358 / 16,405	101 / 1,067 (9.47%)	238 / 1,067 (22.31%)	0		add to survival plot
ENSG00000101115	SALL4	spalt like transcription factor 4	protein_coding	10 / 969 (1.03%)	373 / 16,405	465 / 1,067 (43.58%)	29 / 1,067 (2.72%)	0	Cancer Gene Census	add to survival plot
ENSG00000130529	TRPM4	transient receptor potential cation channel subfamily M member 4	protein_coding	10 / 969 (1.03%)	310 / 16,405	241 / 1,067 (22.59%)	97 / 1,067 (9.09%)	0		add to survival plot
ENSG00000162745	OLFML2B	olfactomedin like 2B	protein_coding	10 / 969 (1.03%)	294 / 16,405	751 / 1,067 (70.38%)	14 / 1,067 (1.31%)	0		add to survival plot
ENSG00000184445	KNTC1	kinetochore associated 1	protein_coding	10 / 969 (1.03%)	365 / 16,405	166 / 1,067 (15.56%)	154 / 1,067 (14.43%)	0		add to survival plot
ENSG00000165494	PCF11	PCF11 cleavage and polyadenylation factor subunit	protein_coding	10 / 969 (1.03%)	317 / 16,405	161 / 1,067 (15.09%)	285 / 1,067 (26.71%)	0		add to survival plot
ENSG00000184863	RBM33	RNA binding motif protein 33	protein_coding	10 / 969 (1.03%)	249 / 16,405	247 / 1,067 (23.15%)	131 / 1,067 (12.28%)	0		add to survival plot
ENSG00000108846	ABCC3	ATP binding cassette subfamily C member 3	protein_coding	10 / 969 (1.03%)	332 / 16,405	348 / 1,067 (32.61%)	153 / 1,067 (14.34%)	0		add to survival plot
ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase	protein_coding	10 / 969 (1.03%)	349 / 16,405	241 / 1,067 (22.59%)	125 / 1,067 (11.72%)	0	Cancer Gene Census	add to survival plot
ENSG00000091592	NLRP1	NLR family pyrin domain containing 1	protein_coding	10 / 969 (1.03%)	356 / 16,405	64 / 1,067 (6.00%)	525 / 1,067 (49.20%)	0		add to survival plot
ENSG00000109158	GABRA4	gamma-aminobutyric acid type A receptor subunit alpha4	protein_coding	10 / 969 (1.03%)	288 / 16,405	117 / 1,067 (10.97%)	213 / 1,067 (19.96%)	0		add to survival plot
ENSG00000178852	EFCAB13	EF-hand calcium binding domain 13	protein_coding	10 / 969 (1.03%)	198 / 16,405	231 / 1,067 (21.65%)	232 / 1,067 (21.74%)	0		add to survival plot
ENSG00000082438	COBLL1	cordon-bleu WH2 repeat protein like 1	protein_coding	10 / 969 (1.03%)	337 / 16,405	119 / 1,067 (11.15%)	152 / 1,067 (14.25%)	0		add to survival plot
ENSG00000054282	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	protein_coding	10 / 969 (1.03%)	179 / 16,405	750 / 1,067 (70.29%)	24 / 1,067 (2.25%)	0		add to survival plot
ENSG00000157851	DPYSL5	dihydropyrimidinase like 5	protein_coding	10 / 969 (1.03%)	234 / 16,405	169 / 1,067 (15.84%)	132 / 1,067 (12.37%)	0		add to survival plot
ENSG00000264522	OTUD7B	OTU deubiquitinase 7B	protein_coding	10 / 969 (1.03%)	227 / 16,405	731 / 1,067 (68.51%)	15 / 1,067 (1.41%)	0		add to survival plot
ENSG00000112297	CRYBG1	crystallin beta-gamma domain containing 1	protein_coding	10 / 969 (1.03%)	328 / 16,405	185 / 1,067 (17.34%)	286 / 1,067 (26.80%)	0		add to survival plot
ENSG00000038295	TLL1	tolloid like 1	protein_coding	10 / 969 (1.03%)	477 / 16,405	104 / 1,067 (9.75%)	255 / 1,067 (23.90%)	0		add to survival plot
ENSG00000072786	STK10	serine/threonine kinase 10	protein_coding	10 / 969 (1.03%)	228 / 16,405	206 / 1,067 (19.31%)	163 / 1,067 (15.28%)	0		add to survival plot
ENSG00000172830	SSH3	slingshot protein phosphatase 3	protein_coding	10 / 969 (1.03%)	159 / 16,405	308 / 1,067 (28.87%)	90 / 1,067 (8.43%)	0		add to survival plot
ENSG00000162738	VANGL2	VANGL planar cell polarity protein 2	protein_coding	10 / 969 (1.03%)	200 / 16,405	749 / 1,067 (70.20%)	11 / 1,067 (1.03%)	0		add to survival plot
ENSG00000184500	PROS1	protein S	protein_coding	10 / 969 (1.03%)	308 / 16,405	216 / 1,067 (20.24%)	82 / 1,067 (7.69%)	0		add to survival plot
ENSG00000204963	PCDHA7	protocadherin alpha 7	protein_coding	10 / 969 (1.03%)	513 / 16,405	179 / 1,067 (16.78%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000187187	ZNF546	zinc finger protein 546	protein_coding	10 / 969 (1.03%)	194 / 16,405	252 / 1,067 (23.62%)	90 / 1,067 (8.43%)	0		add to survival plot
ENSG00000162434	JAK1	Janus kinase 1	protein_coding	10 / 969 (1.03%)	371 / 16,405	154 / 1,067 (14.43%)	235 / 1,067 (22.02%)	0	Cancer Gene Census	add to survival plot
ENSG00000173175	ADCY5	adenylate cyclase 5	protein_coding	10 / 969 (1.03%)	376 / 16,405	193 / 1,067 (18.09%)	97 / 1,067 (9.09%)	0		add to survival plot
ENSG00000019144	PHLDB1	pleckstrin homology like domain family B member 1	protein_coding	10 / 969 (1.03%)	291 / 16,405	87 / 1,067 (8.15%)	445 / 1,067 (41.71%)	12		add to survival plot
ENSG00000204301	NOTCH4	notch receptor 4	protein_coding	10 / 969 (1.03%)	473 / 16,405	237 / 1,067 (22.21%)	118 / 1,067 (11.06%)	0		add to survival plot
ENSG00000103404	USP31	ubiquitin specific peptidase 31	protein_coding	10 / 969 (1.03%)	274 / 16,405	489 / 1,067 (45.83%)	46 / 1,067 (4.31%)	0		add to survival plot
ENSG00000125962	ARMCX5	armadillo repeat containing X-linked 5	protein_coding	10 / 969 (1.03%)	133 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000143171	RXRG	retinoid X receptor gamma	protein_coding	10 / 969 (1.03%)	191 / 16,405	741 / 1,067 (69.45%)	17 / 1,067 (1.59%)	0		add to survival plot
ENSG00000147044	CASK	calcium/calmodulin dependent serine protein kinase	protein_coding	10 / 969 (1.03%)	213 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	10		add to survival plot
ENSG00000179981	TSHZ1	teashirt zinc finger homeobox 1	protein_coding	10 / 969 (1.03%)	267 / 16,405	162 / 1,067 (15.18%)	270 / 1,067 (25.30%)	0		add to survival plot
ENSG00000157625	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	protein_coding	10 / 969 (1.03%)	216 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000113360	DROSHA	drosha ribonuclease III	protein_coding	10 / 969 (1.03%)	280 / 16,405	325 / 1,067 (30.46%)	70 / 1,067 (6.56%)	0	Cancer Gene Census	add to survival plot
ENSG00000186340	THBS2	thrombospondin 2	protein_coding	10 / 969 (1.03%)	445 / 16,405	140 / 1,067 (13.12%)	301 / 1,067 (28.21%)	0		add to survival plot
ENSG00000124574	ABCC10	ATP binding cassette subfamily C member 10	protein_coding	10 / 969 (1.03%)	300 / 16,405	237 / 1,067 (22.21%)	123 / 1,067 (11.53%)	0		add to survival plot
ENSG00000038532	CLEC16A	C-type lectin domain containing 16A	protein_coding	10 / 969 (1.03%)	260 / 16,405	507 / 1,067 (47.52%)	44 / 1,067 (4.12%)	0		add to survival plot
ENSG00000183853	KIRREL1	kirre like nephrin family adhesion molecule 1	protein_coding	10 / 969 (1.03%)	264 / 16,405	731 / 1,067 (68.51%)	15 / 1,067 (1.41%)	0		add to survival plot
ENSG00000134571	MYBPC3	myosin binding protein C3	protein_coding	10 / 969 (1.03%)	280 / 16,405	189 / 1,067 (17.71%)	130 / 1,067 (12.18%)	0		add to survival plot
ENSG00000184381	PLA2G6	phospholipase A2 group VI	protein_coding	10 / 969 (1.03%)	194 / 16,405	125 / 1,067 (11.72%)	382 / 1,067 (35.80%)	10		add to survival plot
ENSG00000138696	BMPR1B	bone morphogenetic protein receptor type 1B	protein_coding	10 / 969 (1.03%)	154 / 16,405	117 / 1,067 (10.97%)	220 / 1,067 (20.62%)	0		add to survival plot
ENSG00000186376	ZNF75D	zinc finger protein 75D	protein_coding	10 / 969 (1.03%)	161 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000274588	DGKK	diacylglycerol kinase kappa	protein_coding	10 / 969 (1.03%)	372 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000072364	AFF4	AF4/FMR2 family member 4	protein_coding	10 / 969 (1.03%)	241 / 16,405	165 / 1,067 (15.46%)	196 / 1,067 (18.37%)	0	Cancer Gene Census	add to survival plot
ENSG00000110318	CEP126	centrosomal protein 126	protein_coding	10 / 969 (1.03%)	275 / 16,405	113 / 1,067 (10.59%)	396 / 1,067 (37.11%)	0		add to survival plot
ENSG00000157087	ATP2B2	ATPase plasma membrane Ca2+ transporting 2	protein_coding	10 / 969 (1.03%)	445 / 16,405	184 / 1,067 (17.24%)	130 / 1,067 (12.18%)	0		add to survival plot
ENSG00000177476	OR2G3	olfactory receptor family 2 subfamily G member 3	protein_coding	10 / 969 (1.03%)	235 / 16,405	744 / 1,067 (69.73%)	27 / 1,067 (2.53%)	0		add to survival plot
ENSG00000174705	SH3PXD2B	SH3 and PX domains 2B	protein_coding	10 / 969 (1.03%)	228 / 16,405	210 / 1,067 (19.68%)	159 / 1,067 (14.90%)	0		add to survival plot
ENSG00000198844	ARHGEF15	Rho guanine nucleotide exchange factor 15	protein_coding	10 / 969 (1.03%)	260 / 16,405	51 / 1,067 (4.78%)	534 / 1,067 (50.05%)	0		add to survival plot
ENSG00000135541	AHI1	Abelson helper integration site 1	protein_coding	10 / 969 (1.03%)	206 / 16,405	171 / 1,067 (16.03%)	259 / 1,067 (24.27%)	0		add to survival plot
ENSG00000182348	ZNF804B	zinc finger protein 804B	protein_coding	10 / 969 (1.03%)	603 / 16,405	260 / 1,067 (24.37%)	101 / 1,067 (9.47%)	0		add to survival plot
ENSG00000057704	TMCC3	transmembrane and coiled-coil domain family 3	protein_coding	10 / 969 (1.03%)	162 / 16,405	168 / 1,067 (15.75%)	138 / 1,067 (12.93%)	0		add to survival plot
ENSG00000165181	SHOC1	shortage in chiasmata 1	protein_coding	10 / 969 (1.03%)	245 / 16,405	131 / 1,067 (12.28%)	205 / 1,067 (19.21%)	0		add to survival plot
ENSG00000124198	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2	protein_coding	10 / 969 (1.03%)	385 / 16,405	440 / 1,067 (41.24%)	40 / 1,067 (3.75%)	0		add to survival plot
ENSG00000137251	TINAG	tubulointerstitial nephritis antigen	protein_coding	10 / 969 (1.03%)	236 / 16,405	237 / 1,067 (22.21%)	124 / 1,067 (11.62%)	0		add to survival plot
ENSG00000130940	CASZ1	castor zinc finger 1	protein_coding	10 / 969 (1.03%)	403 / 16,405	68 / 1,067 (6.37%)	337 / 1,067 (31.58%)	0		add to survival plot
ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1	protein_coding	10 / 969 (1.03%)	481 / 16,405	84 / 1,067 (7.87%)	327 / 1,067 (30.65%)	0	Cancer Gene Census	add to survival plot
ENSG00000155530	LRGUK	leucine rich repeats and guanylate kinase domain containing	protein_coding	10 / 969 (1.03%)	246 / 16,405	266 / 1,067 (24.93%)	114 / 1,067 (10.68%)	0		add to survival plot
ENSG00000092847	AGO1	argonaute RISC component 1	protein_coding	10 / 969 (1.03%)	206 / 16,405	132 / 1,067 (12.37%)	234 / 1,067 (21.93%)	0		add to survival plot
